Campaign Type,Placement,Device,Spend,Impressions,Views,Clicks,Conversions,Ad Type,date
CRM,Facebook News Feed,Mobile,51.6,1135,540,37,31.0,Lifestyle,2023-12-22
Retargeting,Facebook Audience Network,Mobile,92.16,1843,181,18,15.0,Infographic,2023-12-22
Prospecting,GDN,Desktop,67.62,1690,50,2,15.0,Infographic,2023-12-22
Prospecting,Facebook News Feed,Mobile,82.81,2070,525,26,15.0,Product,2023-12-22
Retargeting,GDN,Desktop,89.23,1784,349,34,31.0,Infographic,2023-12-22
Retargeting,Facebook News Feed,Desktop,104.8,2095,418,41,31.0,Lifestyle,2023-12-22
Prospecting,Facebook News Feed,Mobile,96.55,2413,1160,58,31.0,Infographic,2023-12-22
Prospecting,Facebook News Feed,Mobile,42.11,1052,36,1,15.0,Infographic,2023-12-22
Retargeting,GDN,Mobile,109.84,2196,493,49,46.0,Infographic,2023-12-22
Prospecting,Facebook Audience Network,Desktop,73.1,1827,358,17,15.0,Lifestyle,2023-12-22
Retargeting,Facebook Audience Network,Desktop,109.21,2184,650,65,31.0,Lifestyle,2023-12-22
Prospecting,GDN,Desktop,66.55,1663,538,26,15.0,Infographic,2023-12-22
Retargeting,Facebook Audience Network,Desktop,123.93,2478,343,34,31.0,Lifestyle,2023-12-22
CRM,Instagram,Desktop,69.13,1520,744,52,31.0,Product,2023-12-22
Retargeting,Facebook Audience Network,Desktop,111.37,2227,170,17,15.0,Infographic,2023-12-22
Retargeting,Instagram,Mobile,115.86,2317,865,86,46.0,Lifestyle,2023-12-22
Retargeting,Instagram,Desktop,85.09,1701,19,1,15.0,Lifestyle,2023-12-22
Retargeting,Instagram,Desktop,87.61,1752,302,30,31.0,Lifestyle,2023-12-22
Prospecting,GDN,Desktop,91.29,2282,775,38,31.0,Product,2023-12-22
Retargeting,Facebook Audience Network,Desktop,84.65,1692,196,19,15.0,Lifestyle,2023-12-22
CRM,Facebook Audience Network,Mobile,74.46,1638,326,22,15.0,Product,2023-12-22
Retargeting,GDN,Mobile,93.53,1870,575,57,31.0,Product,2023-12-22
Retargeting,GDN,Mobile,110.04,2200,1035,103,46.0,Lifestyle,2023-12-22
Retargeting,Facebook Audience Network,Desktop,141.98,2839,360,36,31.0,Product,2023-12-22
Retargeting,GDN,Desktop,85.88,1717,771,77,61.0,Lifestyle,2023-12-22
Retargeting,GDN,Desktop,101.38,2027,295,29,15.0,Lifestyle,2023-12-22
Retargeting,Instagram,Mobile,121.08,2421,768,76,46.0,Lifestyle,2023-12-22
Retargeting,GDN,Desktop,119.03,2380,758,75,31.0,Infographic,2023-12-22
Retargeting,Instagram,Desktop,93.44,1868,652,65,31.0,Product,2023-12-22
Prospecting,Facebook News Feed,Mobile,72.25,1806,817,40,15.0,Product,2023-12-22
Prospecting,Instagram,Mobile,76.5,1912,692,34,31.0,Lifestyle,2023-12-22
Retargeting,Instagram,Desktop,128.96,2579,499,49,31.0,Product,2023-12-22
Retargeting,GDN,Mobile,94.42,1888,425,42,31.0,Lifestyle,2023-12-22
CRM,Facebook Audience Network,Desktop,60.78,1337,664,46,31.0,Product,2023-12-22
Prospecting,Facebook News Feed,Desktop,73.6,1839,43,2,15.0,Product,2023-12-22
Prospecting,Facebook News Feed,Mobile,90.58,2264,1121,56,46.0,Lifestyle,2023-12-22
Retargeting,Facebook News Feed,Desktop,103.11,2062,148,14,15.0,Lifestyle,2023-12-22
Prospecting,Facebook Audience Network,Mobile,64.95,1623,75,3,15.0,Lifestyle,2023-12-22
Prospecting,Facebook News Feed,Mobile,65.47,1636,591,29,15.0,Product,2023-12-22
Prospecting,Facebook News Feed,Desktop,50.02,1250,563,28,31.0,Infographic,2023-12-21
CRM,Facebook Audience Network,Mobile,51.69,1137,62,4,15.0,Infographic,2023-12-21
Retargeting,Facebook News Feed,Desktop,115.88,2317,393,39,15.0,Product,2023-12-21
Retargeting,GDN,Desktop,126.48,2529,58,5,15.0,Product,2023-12-21
Prospecting,GDN,Mobile,90.28,2257,519,25,15.0,Lifestyle,2023-12-21
CRM,Instagram,Mobile,65.55,1442,388,27,15.0,Lifestyle,2023-12-21
Retargeting,Instagram,Mobile,97.47,1949,587,58,46.0,Lifestyle,2023-12-21
Retargeting,Instagram,Desktop,115.5,2309,1013,101,46.0,Product,2023-12-21
Retargeting,GDN,Desktop,105.73,2114,635,63,46.0,Lifestyle,2023-12-21
Retargeting,GDN,Desktop,136.09,2721,523,52,31.0,Lifestyle,2023-12-21
Prospecting,GDN,Desktop,78.52,1963,279,13,15.0,Product,2023-12-21
Prospecting,Instagram,Desktop,100.15,2503,1068,53,31.0,Infographic,2023-12-21
Retargeting,Instagram,Desktop,117.48,2349,564,56,46.0,Lifestyle,2023-12-21
Retargeting,Instagram,Desktop,114.71,2294,233,23,31.0,Infographic,2023-12-21
Retargeting,Instagram,Mobile,59.77,1195,185,18,15.0,Lifestyle,2023-12-21
Retargeting,Instagram,Desktop,118.58,2371,804,80,46.0,Lifestyle,2023-12-21
Prospecting,Instagram,Desktop,78.09,1952,74,3,15.0,Lifestyle,2023-12-21
CRM,GDN,Mobile,55.56,1222,590,41,31.0,Product,2023-12-21
CRM,Facebook Audience Network,Desktop,45.17,993,232,16,15.0,Product,2023-12-21
Retargeting,Facebook Audience Network,Desktop,99.89,1997,167,16,15.0,Lifestyle,2023-12-21
CRM,Instagram,Mobile,60.34,1327,534,37,15.0,Lifestyle,2023-12-21
Prospecting,Facebook Audience Network,Desktop,60.45,1511,406,20,15.0,Product,2023-12-21
Prospecting,Facebook Audience Network,Mobile,57.9,1447,229,11,15.0,Product,2023-12-21
Retargeting,GDN,Desktop,109.73,2194,895,89,46.0,Infographic,2023-12-21
Retargeting,Instagram,Desktop,117.43,2348,971,97,77.0,Product,2023-12-21
Retargeting,Instagram,Mobile,103.81,2076,646,64,61.0,Lifestyle,2023-12-21
Retargeting,Facebook Audience Network,Mobile,123.02,2460,292,29,31.0,Product,2023-12-21
Retargeting,Instagram,Desktop,98.27,1965,399,39,15.0,Infographic,2023-12-21
Retargeting,Instagram,Desktop,98.91,1978,37,3,15.0,Infographic,2023-12-21
Retargeting,Instagram,Mobile,81.66,1633,231,23,15.0,Lifestyle,2023-12-21
Prospecting,Instagram,Desktop,56.6,1414,167,8,15.0,Product,2023-12-21
Retargeting,Facebook Audience Network,Mobile,137.09,2741,1308,130,61.0,Infographic,2023-12-21
Retargeting,Facebook News Feed,Mobile,122.63,2452,102,10,15.0,Infographic,2023-12-21
CRM,Facebook Audience Network,Mobile,46.07,1013,144,10,15.0,Infographic,2023-12-21
CRM,GDN,Desktop,61.56,1354,659,46,31.0,Lifestyle,2023-12-21
Prospecting,Facebook News Feed,Desktop,78.5,1962,365,18,15.0,Infographic,2023-12-21
CRM,Facebook News Feed,Desktop,57.26,1259,152,10,15.0,Product,2023-12-21
Prospecting,Facebook News Feed,Mobile,73.86,1846,827,41,31.0,Lifestyle,2023-12-21
CRM,Facebook Audience Network,Desktop,63.81,1403,421,29,31.0,Product,2023-12-21
Retargeting,GDN,Mobile,116.36,2327,318,31,15.0,Product,2023-12-21
Retargeting,Facebook Audience Network,Mobile,108.05,2160,484,48,31.0,Infographic,2023-12-21
Retargeting,GDN,Desktop,97.59,1951,82,8,15.0,Lifestyle,2023-12-21
Retargeting,Facebook Audience Network,Desktop,96.86,1937,532,53,31.0,Lifestyle,2023-12-21
Retargeting,Facebook Audience Network,Mobile,118.74,2374,78,7,15.0,Product,2023-12-21
Prospecting,Facebook Audience Network,Desktop,86.95,2173,150,7,15.0,Lifestyle,2023-12-21
Prospecting,Facebook News Feed,Mobile,81.09,2027,755,37,31.0,Lifestyle,2023-12-21
Prospecting,Facebook Audience Network,Desktop,79.46,1986,729,36,31.0,Lifestyle,2023-12-21
Retargeting,GDN,Mobile,106.91,2138,14,1,15.0,Lifestyle,2023-12-21
CRM,GDN,Desktop,55.32,1216,100,7,15.0,Infographic,2023-12-21
Prospecting,GDN,Mobile,92.32,2308,779,38,15.0,Product,2023-12-21
Retargeting,Facebook News Feed,Desktop,78.48,1569,387,38,31.0,Product,2023-12-20
Prospecting,Facebook Audience Network,Mobile,73.83,1845,34,1,15.0,Lifestyle,2023-12-20
Retargeting,Facebook Audience Network,Mobile,112.22,2244,350,35,31.0,Lifestyle,2023-12-20
Retargeting,Instagram,Mobile,77.34,1546,282,28,15.0,Product,2023-12-20
CRM,Facebook News Feed,Mobile,44.27,973,124,8,15.0,Product,2023-12-20
Retargeting,GDN,Mobile,101.26,2025,735,73,61.0,Infographic,2023-12-20
Retargeting,GDN,Mobile,66.07,1321,524,52,31.0,Lifestyle,2023-12-20
CRM,Facebook Audience Network,Desktop,47.01,1034,164,11,15.0,Product,2023-12-20
Prospecting,GDN,Mobile,91.35,2283,427,21,15.0,Infographic,2023-12-20
Retargeting,Facebook Audience Network,Mobile,95.9,1918,257,25,15.0,Infographic,2023-12-20
Retargeting,Facebook Audience Network,Desktop,125.71,2514,933,93,61.0,Lifestyle,2023-12-20
Retargeting,Instagram,Desktop,75.9,1518,442,44,31.0,Infographic,2023-12-20
Prospecting,Facebook News Feed,Mobile,78.59,1964,625,31,31.0,Infographic,2023-12-20
Retargeting,Facebook Audience Network,Desktop,107.99,2159,68,6,15.0,Infographic,2023-12-20
Retargeting,Facebook Audience Network,Desktop,76.59,1531,273,27,31.0,Infographic,2023-12-20
CRM,Facebook Audience Network,Mobile,70.32,1546,559,39,15.0,Infographic,2023-12-20
Prospecting,Instagram,Mobile,87.66,2191,848,42,15.0,Lifestyle,2023-12-20
Retargeting,Facebook Audience Network,Desktop,67.81,1356,321,32,31.0,Lifestyle,2023-12-20
Prospecting,Facebook News Feed,Desktop,79.43,1985,944,47,46.0,Lifestyle,2023-12-20
Prospecting,Facebook News Feed,Desktop,85.79,2144,569,28,15.0,Lifestyle,2023-12-20
Retargeting,GDN,Desktop,88.2,1763,589,58,31.0,Product,2023-12-20
Retargeting,Facebook News Feed,Desktop,70.4,1408,498,49,31.0,Lifestyle,2023-12-20
CRM,GDN,Desktop,62.78,1381,203,14,15.0,Lifestyle,2023-12-20
Retargeting,Facebook News Feed,Mobile,144.22,2884,774,77,61.0,Lifestyle,2023-12-20
Prospecting,GDN,Desktop,74.2,1854,505,25,15.0,Infographic,2023-12-20
Retargeting,Facebook Audience Network,Mobile,131.38,2627,1132,113,77.0,Infographic,2023-12-20
Retargeting,Instagram,Mobile,84.95,1699,264,26,15.0,Infographic,2023-12-20
Retargeting,Instagram,Desktop,104.31,2086,387,38,31.0,Lifestyle,2023-12-20
Retargeting,Instagram,Mobile,115.43,2308,415,41,31.0,Product,2023-12-20
Retargeting,Facebook Audience Network,Desktop,99.83,1996,900,90,77.0,Product,2023-12-20
Retargeting,Instagram,Mobile,94.05,1880,567,56,46.0,Lifestyle,2023-12-20
CRM,Facebook News Feed,Desktop,67.26,1479,311,21,15.0,Product,2023-12-20
CRM,GDN,Mobile,78.91,1736,251,17,15.0,Product,2023-12-20
Prospecting,Facebook Audience Network,Desktop,84.51,2112,202,10,15.0,Lifestyle,2023-12-20
CRM,Instagram,Mobile,54.84,1206,109,7,15.0,Infographic,2023-12-20
Retargeting,Facebook News Feed,Desktop,96.2,1924,81,8,15.0,Product,2023-12-20
CRM,Facebook News Feed,Mobile,85.2,1874,595,41,31.0,Infographic,2023-12-20
Retargeting,Facebook Audience Network,Mobile,102.7,2053,768,76,46.0,Lifestyle,2023-12-20
CRM,Facebook Audience Network,Mobile,54.06,1189,192,13,15.0,Infographic,2023-12-20
CRM,Instagram,Desktop,48.55,1068,138,9,15.0,Product,2023-12-20
Prospecting,GDN,Desktop,52.61,1315,220,11,15.0,Infographic,2023-12-20
CRM,Instagram,Desktop,63.64,1399,188,13,15.0,Infographic,2023-12-20
Prospecting,Instagram,Desktop,89.82,2245,860,43,31.0,Infographic,2023-12-20
Retargeting,Facebook Audience Network,Desktop,92.07,1841,855,85,46.0,Lifestyle,2023-12-20
Retargeting,Instagram,Mobile,99.7,1994,339,33,15.0,Lifestyle,2023-12-20
Prospecting,Instagram,Desktop,62.44,1561,477,23,31.0,Lifestyle,2023-12-20
Retargeting,GDN,Desktop,102.66,2053,958,95,61.0,Lifestyle,2023-12-20
Prospecting,Facebook News Feed,Mobile,87.22,2180,812,40,31.0,Infographic,2023-12-20
CRM,Facebook News Feed,Desktop,54.65,1202,585,40,31.0,Product,2023-12-20
Retargeting,GDN,Desktop,133.81,2676,197,19,15.0,Infographic,2023-12-20
Prospecting,Facebook News Feed,Desktop,67.44,1686,323,16,15.0,Infographic,2023-12-19
CRM,Instagram,Desktop,62.83,1382,259,18,15.0,Infographic,2023-12-19
CRM,GDN,Desktop,68.48,1506,198,13,15.0,Product,2023-12-19
CRM,GDN,Desktop,59.23,1302,136,9,15.0,Product,2023-12-19
Prospecting,Facebook Audience Network,Mobile,77.17,1929,345,17,15.0,Product,2023-12-19
CRM,Facebook News Feed,Desktop,45.71,1005,498,34,31.0,Infographic,2023-12-19
Prospecting,Facebook Audience Network,Desktop,100.36,2509,174,8,15.0,Lifestyle,2023-12-19
Retargeting,Instagram,Desktop,96.6,1932,488,48,31.0,Lifestyle,2023-12-19
Retargeting,GDN,Mobile,110.75,2214,315,31,31.0,Infographic,2023-12-19
Prospecting,Instagram,Mobile,90.09,2252,819,40,31.0,Lifestyle,2023-12-19
Retargeting,Facebook News Feed,Mobile,87.43,1748,379,37,31.0,Lifestyle,2023-12-19
Prospecting,Facebook Audience Network,Mobile,77.04,1925,853,42,15.0,Infographic,2023-12-19
Prospecting,Facebook News Feed,Desktop,100.02,2500,441,22,15.0,Infographic,2023-12-19
Retargeting,Instagram,Mobile,77.66,1553,132,13,15.0,Lifestyle,2023-12-19
Prospecting,Facebook Audience Network,Desktop,111.92,2797,980,49,31.0,Infographic,2023-12-19
Prospecting,Facebook News Feed,Desktop,68.83,1720,26,1,15.0,Lifestyle,2023-12-19
Retargeting,Instagram,Desktop,76.41,1528,256,25,15.0,Product,2023-12-19
Retargeting,Facebook News Feed,Mobile,102.65,2052,655,65,31.0,Product,2023-12-19
Retargeting,GDN,Desktop,144.17,2883,1379,137,61.0,Infographic,2023-12-19
Retargeting,Facebook Audience Network,Mobile,61.78,1235,235,23,15.0,Lifestyle,2023-12-19
CRM,Facebook Audience Network,Desktop,58.59,1288,358,25,15.0,Product,2023-12-19
Retargeting,Facebook Audience Network,Mobile,109.53,2190,814,81,46.0,Infographic,2023-12-19
Prospecting,GDN,Mobile,80.5,2012,918,45,46.0,Product,2023-12-19
Retargeting,Facebook Audience Network,Desktop,107.64,2152,438,43,46.0,Product,2023-12-19
Retargeting,GDN,Desktop,85.64,1712,641,64,31.0,Infographic,2023-12-19
CRM,Facebook Audience Network,Desktop,54.0,1188,587,41,31.0,Product,2023-12-19
Prospecting,Facebook News Feed,Mobile,77.77,1944,914,45,31.0,Infographic,2023-12-19
Retargeting,Facebook News Feed,Mobile,77.4,1548,470,47,31.0,Infographic,2023-12-19
Retargeting,Facebook News Feed,Mobile,99.11,1982,708,70,46.0,Product,2023-12-19
Retargeting,Facebook News Feed,Desktop,92.23,1844,310,31,31.0,Product,2023-12-19
Retargeting,GDN,Mobile,90.6,1811,216,21,15.0,Lifestyle,2023-12-19
Prospecting,Instagram,Desktop,84.81,2120,610,30,15.0,Product,2023-12-19
Retargeting,Instagram,Mobile,63.59,1271,311,31,15.0,Lifestyle,2023-12-19
Retargeting,Facebook News Feed,Mobile,95.42,1908,796,79,46.0,Infographic,2023-12-19
Retargeting,Instagram,Mobile,146.35,2926,229,22,15.0,Product,2023-12-19
CRM,Instagram,Desktop,49.14,1081,339,23,15.0,Product,2023-12-19
CRM,Facebook Audience Network,Desktop,72.86,1602,494,34,31.0,Infographic,2023-12-19
Retargeting,GDN,Desktop,101.09,2021,163,16,15.0,Product,2023-12-19
Prospecting,Facebook News Feed,Mobile,70.96,1773,115,5,15.0,Lifestyle,2023-12-19
Retargeting,Instagram,Mobile,73.59,1471,70,7,15.0,Product,2023-12-19
Retargeting,Instagram,Mobile,102.79,2055,849,84,31.0,Lifestyle,2023-12-19
Prospecting,Facebook News Feed,Mobile,101.8,2545,1076,53,31.0,Product,2023-12-19
CRM,Facebook Audience Network,Desktop,56.11,1234,596,41,46.0,Product,2023-12-19
CRM,Facebook News Feed,Mobile,59.19,1302,341,23,15.0,Infographic,2023-12-19
Prospecting,Facebook Audience Network,Mobile,95.16,2378,934,46,31.0,Lifestyle,2023-12-19
Retargeting,Instagram,Desktop,106.82,2136,587,58,31.0,Infographic,2023-12-19
Prospecting,GDN,Desktop,56.42,1410,331,16,15.0,Infographic,2023-12-19
Retargeting,Facebook Audience Network,Desktop,101.98,2039,985,98,61.0,Infographic,2023-12-19
Prospecting,Facebook Audience Network,Mobile,102.68,2567,1102,55,31.0,Lifestyle,2023-12-19
Retargeting,Facebook News Feed,Desktop,99.26,1985,967,96,31.0,Infographic,2023-12-19
Prospecting,Instagram,Mobile,38.88,971,106,5,15.0,Lifestyle,2023-12-18
Retargeting,GDN,Desktop,107.76,2155,81,8,15.0,Lifestyle,2023-12-18
Retargeting,Facebook News Feed,Mobile,96.03,1920,201,20,15.0,Product,2023-12-18
CRM,Facebook News Feed,Mobile,41.71,917,391,27,31.0,Lifestyle,2023-12-18
Retargeting,GDN,Mobile,66.42,1328,229,22,15.0,Lifestyle,2023-12-18
Prospecting,Instagram,Mobile,94.63,2365,19,5,15.0,Product,2023-12-18
Retargeting,GDN,Mobile,85.35,1707,779,77,61.0,Infographic,2023-12-18
Retargeting,Facebook News Feed,Mobile,81.85,1637,322,32,31.0,Product,2023-12-18
Retargeting,Facebook News Feed,Desktop,99.29,1985,467,46,31.0,Product,2023-12-18
Retargeting,Facebook Audience Network,Mobile,87.12,1742,689,68,46.0,Product,2023-12-18
CRM,GDN,Mobile,61.0,1342,651,45,31.0,Lifestyle,2023-12-18
Retargeting,GDN,Mobile,95.95,1918,309,30,15.0,Product,2023-12-18
CRM,GDN,Mobile,48.0,1056,471,32,15.0,Lifestyle,2023-12-18
Prospecting,Facebook News Feed,Desktop,72.33,1808,591,29,31.0,Lifestyle,2023-12-18
Retargeting,Instagram,Mobile,108.86,2177,73,7,15.0,Lifestyle,2023-12-18
Prospecting,Facebook News Feed,Mobile,80.63,2015,658,32,15.0,Lifestyle,2023-12-18
Prospecting,Facebook Audience Network,Desktop,78.77,1969,744,37,31.0,Infographic,2023-12-18
Prospecting,Facebook News Feed,Mobile,109.06,2726,653,32,31.0,Lifestyle,2023-12-18
Retargeting,Facebook News Feed,Desktop,114.62,2292,461,46,46.0,Lifestyle,2023-12-18
Retargeting,Facebook News Feed,Mobile,117.05,2340,314,31,31.0,Product,2023-12-18
CRM,Facebook Audience Network,Mobile,58.34,1283,249,17,15.0,Product,2023-12-18
CRM,GDN,Desktop,62.2,1368,639,44,31.0,Lifestyle,2023-12-18
CRM,Instagram,Desktop,55.69,1225,273,19,15.0,Infographic,2023-12-18
Retargeting,Instagram,Desktop,115.55,2311,481,48,46.0,Infographic,2023-12-18
Prospecting,Facebook Audience Network,Mobile,78.34,1958,81,4,15.0,Product,2023-12-18
Retargeting,GDN,Desktop,104.45,2088,30,3,15.0,Infographic,2023-12-18
Retargeting,GDN,Desktop,103.21,2064,745,74,61.0,Product,2023-12-18
Retargeting,Facebook Audience Network,Mobile,99.64,1992,83,8,15.0,Infographic,2023-12-18
Prospecting,Facebook News Feed,Mobile,124.07,3101,995,49,46.0,Infographic,2023-12-18
Retargeting,GDN,Mobile,86.67,1733,41,4,15.0,Infographic,2023-12-18
Retargeting,Instagram,Desktop,86.49,1729,713,71,46.0,Product,2023-12-18
CRM,Facebook Audience Network,Mobile,66.94,1472,250,17,15.0,Product,2023-12-18
Retargeting,Instagram,Desktop,88.1,1761,509,50,31.0,Lifestyle,2023-12-18
Retargeting,Facebook News Feed,Desktop,94.17,1883,386,38,31.0,Lifestyle,2023-12-18
Retargeting,Facebook Audience Network,Desktop,78.27,1565,596,59,46.0,Infographic,2023-12-18
CRM,Instagram,Desktop,64.92,1428,694,48,31.0,Infographic,2023-12-18
Prospecting,Instagram,Mobile,87.56,2189,265,13,15.0,Infographic,2023-12-18
Retargeting,Facebook News Feed,Mobile,93.7,1873,582,58,46.0,Product,2023-12-18
CRM,Facebook Audience Network,Desktop,67.15,1477,21,1,15.0,Infographic,2023-12-18
CRM,GDN,Desktop,41.42,911,406,28,15.0,Lifestyle,2023-12-18
Retargeting,GDN,Mobile,85.86,1717,75,7,15.0,Infographic,2023-12-18
Prospecting,Instagram,Mobile,77.45,1936,486,24,15.0,Lifestyle,2023-12-18
Prospecting,Facebook News Feed,Desktop,62.42,1560,679,33,31.0,Infographic,2023-12-18
Prospecting,Instagram,Desktop,53.77,1344,350,17,15.0,Infographic,2023-12-18
Retargeting,Facebook News Feed,Desktop,93.84,1876,239,23,15.0,Infographic,2023-12-18
CRM,GDN,Desktop,66.94,1472,50,3,15.0,Lifestyle,2023-12-18
Prospecting,Instagram,Desktop,99.23,2480,959,47,31.0,Lifestyle,2023-12-18
Retargeting,Instagram,Mobile,89.05,1781,475,47,31.0,Product,2023-12-18
Retargeting,Facebook News Feed,Desktop,114.66,2293,863,86,46.0,Lifestyle,2023-12-18
Retargeting,Facebook Audience Network,Mobile,112.73,2254,893,89,46.0,Infographic,2023-12-18
Retargeting,Facebook News Feed,Desktop,124.37,2487,524,52,31.0,Lifestyle,2023-12-17
Prospecting,Facebook Audience Network,Mobile,74.75,1868,156,7,15.0,Infographic,2023-12-17
Retargeting,GDN,Desktop,64.03,1280,198,19,15.0,Infographic,2023-12-17
Retargeting,Instagram,Mobile,101.4,2028,430,43,31.0,Lifestyle,2023-12-17
Prospecting,Instagram,Mobile,64.79,1619,665,33,15.0,Product,2023-12-17
Retargeting,Facebook News Feed,Desktop,85.53,1710,709,70,61.0,Lifestyle,2023-12-17
CRM,Facebook News Feed,Desktop,56.99,1253,117,8,15.0,Lifestyle,2023-12-17
Retargeting,GDN,Mobile,93.22,1864,662,66,31.0,Infographic,2023-12-17
Retargeting,GDN,Mobile,102.83,2056,74,7,15.0,Lifestyle,2023-12-17
Retargeting,Facebook Audience Network,Mobile,114.06,2281,951,95,46.0,Product,2023-12-17
Retargeting,GDN,Desktop,92.65,1852,724,72,46.0,Infographic,2023-12-17
Retargeting,GDN,Mobile,107.91,2158,1008,100,61.0,Lifestyle,2023-12-17
Prospecting,GDN,Desktop,80.22,2005,366,18,15.0,Product,2023-12-17
CRM,GDN,Desktop,69.35,1525,755,52,46.0,Infographic,2023-12-17
Retargeting,Facebook Audience Network,Desktop,96.23,1924,177,17,15.0,Product,2023-12-17
Prospecting,GDN,Desktop,78.82,1970,107,5,15.0,Product,2023-12-17
Prospecting,Facebook Audience Network,Desktop,74.38,1859,802,40,15.0,Infographic,2023-12-17
CRM,Facebook News Feed,Desktop,58.38,1284,478,33,31.0,Lifestyle,2023-12-17
Retargeting,Instagram,Mobile,84.33,1686,685,68,46.0,Product,2023-12-17
Retargeting,Facebook News Feed,Mobile,82.35,1646,92,9,15.0,Infographic,2023-12-17
Retargeting,GDN,Desktop,115.52,2310,965,96,77.0,Lifestyle,2023-12-17
Prospecting,Instagram,Mobile,63.75,1593,99,4,15.0,Product,2023-12-17
CRM,GDN,Mobile,56.81,1249,180,12,15.0,Infographic,2023-12-17
Retargeting,GDN,Desktop,120.31,2406,670,67,31.0,Product,2023-12-17
Retargeting,Facebook News Feed,Mobile,92.95,1858,95,9,15.0,Lifestyle,2023-12-17
CRM,GDN,Desktop,68.29,1502,231,16,15.0,Lifestyle,2023-12-17
CRM,Facebook News Feed,Desktop,54.09,1189,250,17,15.0,Lifestyle,2023-12-17
CRM,GDN,Desktop,49.49,1088,18,1,15.0,Infographic,2023-12-17
Prospecting,Facebook Audience Network,Desktop,56.08,1401,286,14,15.0,Lifestyle,2023-12-17
Retargeting,Instagram,Mobile,126.25,2525,206,20,15.0,Lifestyle,2023-12-17
Prospecting,Facebook News Feed,Mobile,62.95,1573,310,15,15.0,Infographic,2023-12-17
Prospecting,Facebook News Feed,Desktop,91.21,2280,102,5,15.0,Lifestyle,2023-12-17
Retargeting,Instagram,Mobile,80.0,1600,158,15,15.0,Lifestyle,2023-12-17
Prospecting,Facebook News Feed,Desktop,99.76,2494,377,18,15.0,Lifestyle,2023-12-17
Prospecting,Instagram,Desktop,113.1,2827,1247,62,31.0,Infographic,2023-12-17
